stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.2003,TS,NN,YANYAN,50,7.2,10.2,9.4,161.5,2003011106,2003012112,1.3,18.6,146.5,180.2,3.0,1.4,0,0,0,NaN,9X,w01,108,2003011518,wn,
02w.2003,STY,NN,KUJIRA,135,17.5,17.8,14.3,138.9,2003040800,2003042518,2.7,34.9,122.3,160.6,19.2,27.1,4,0,8,ddRI,9X,w02,24,2003040900,wn,
03w.2003,TS,NN,NONAME,35,3.5,3.5,9.3,130.3,2003051700,2003052012,7.2,13.5,127.9,132.7,1.1,0.1,0,0,0,NaN,9X,w03,18,2003051718,wn,
04w.2003,TY,NN,CHAN-HOM,115,8.5,9.2,15.8,153.2,2003051800,2003052706,4.0,36.1,147.5,170.9,8.9,11.1,4,0,4,ddRI,9X,w04,24,2003051900,wn,
05w.2003,TS,NN,LINFA,60,6.0,6.5,19.3,122.9,2003052406,2003053018,15.5,32.0,118.2,132.0,3.3,2.1,2,0,1,ddRI,9X,w05,18,2003052500,wn,
06w.2003,TS,NN,NANGKA,50,4.0,4.5,20.5,121.8,2003053012,2003060400,16.9,29.4,116.8,136.8,1.6,0.7,0,0,0,NaN,9X,w06,24,2003053112,wn,
07w.2003,TY,NN,SOUDELOR,115,8.5,13.0,15.5,134.9,2003060700,2003062000,8.0,40.5,122.9,155.8,7.2,7.5,2,0,4,ddRI,9X,w07,114,2003061118,wn,
08w.2003,TY,NN,KONI,65,7.5,9.5,13.3,121.9,2003071306,2003072218,7.1,20.0,103.5,137.1,5.2,4.2,0,0,1,ddRW,9X,w08,54,2003071512,wn,
09w.2003,STY,NN,IMBUDO,130,9.0,10.5,13.2,129.0,2003071500,2003072512,3.6,24.7,103.7,149.8,10.5,15.0,4,2,8,ddED,9X,w09,42,2003071618,wn,
10w.2003,TY,NN,MORAKOT,65,3.8,5.8,18.3,124.0,2003073006,2003080500,9.3,25.8,117.6,129.5,2.5,1.9,0,0,2,ddRW,9X,w10,54,2003080112,wn,
11w.2003,TY,NN,ETAU,110,8.0,9.8,20.8,137.3,2003073106,2003081000,8.5,43.6,128.2,150.1,8.2,10.4,4,0,4,ddRI,9X,w11,60,2003080218,wn,
12w.2003,TY,NN,KROVANH,90,11.0,12.0,16.4,131.9,2003081400,2003082600,6.9,22.1,105.4,155.3,7.9,7.8,4,0,0,rrRI,9X,w12,30,2003081506,wn,
13w.2003,TS,NN,VAMCO,35,2.2,3.5,23.1,122.0,2003081706,2003082018,19.4,30.5,117.5,125.1,0.7,0.1,0,0,0,NaN,9X,w13,42,2003081900,wn,
14w.2003,TY,NN,DUJUAN,125,6.2,6.8,19.3,128.0,2003082712,2003090306,15.8,23.0,109.2,139.0,7.1,9.7,6,0,3,ddRI,9X,w14,18,2003082806,wn,
15w.2003,STY,NN,MAEMI,150,9.0,10.2,20.9,136.3,2003090306,2003091312,6.7,42.2,125.2,155.7,11.0,18.1,5,3,6,ddED,9X,w15,60,2003090518,wn,
16w.2003,TY,NN,CHOI-WAN,95,5.8,6.0,28.1,134.6,2003091700,2003092300,18.6,42.1,126.9,156.5,5.3,5.7,1,0,2,ddRI,9X,w16,18,2003091718,wn,
17w.2003,TY,NN,KOPPU,90,6.5,6.5,22.0,139.6,2003092318,2003093006,12.9,35.0,135.6,149.4,4.4,4.0,4,0,1,ddRI,9X,w17,18,2003092412,wn,
18w.2003,TD,NN,NONAME,25,4.5,5.0,18.8,115.2,2003100600,2003101100,16.9,21.7,112.0,117.6,1.1,0.0,0,0,0,NaN,9X,w18,18,2003100618,wn,
19w.2003,TD,NN,NONAME,30,2.5,3.0,29.3,131.3,2003101000,2003101300,25.8,34.0,129.6,135.8,0.6,0.0,0,0,0,NaN,9X,w19,48,2003101200,wn,
20w.2003,TY,NN,KETSANA,125,8.0,11.2,18.4,133.3,2003101506,2003102612,12.3,36.1,130.0,150.3,10.2,14.9,6,2,0,rrED,9X,w20,84,2003101818,wn,
21w.2003,STY,NN,PARMA,130,11.2,13.2,24.1,153.8,2003101806,2003103112,16.5,32.3,142.3,169.6,14.1,20.1,7,0,8,ddRI,9X,w21,54,2003102012,wn,
22w.2003,TD,NN,NONAME,25,2.5,3.0,11.5,116.5,2003102100,2003102400,10.8,12.3,112.0,122.2,0.7,0.0,0,0,0,NaN,9X,w22,30,2003102206,wn,
23w.2003,TS,NN,NONAME,35,7.0,7.0,12.7,95.8,2003102112,2003102812,9.2,18.7,83.4,101.5,2.1,0.4,0,0,0,NaN,9X,w23,42,2003102306,wn,
24w.2003,TY,NN,MELOR,75,5.2,6.5,17.1,125.5,2003102812,2003110400,11.6,24.0,120.4,133.9,4.0,3.4,2,0,0,rrRI,9X,w24,42,2003103006,wn,
25w.2003,TY,NN,NEPARTAK,75,7.0,8.0,14.8,119.0,2003111112,2003111912,10.7,21.7,108.4,141.2,6.2,6.0,2,0,3,ddRI,9X,w25,24,2003111212,wn,
26w.2003,STY,NN,LUPIT,145,13.8,17.8,14.2,149.9,2003111412,2003120206,7.8,35.7,130.6,172.3,17.0,28.1,4,0,5,ddRI,9X,w26,126,2003111918,wn,
27w.2003,TS,NN,NONAME,35,4.5,6.5,11.3,135.2,2003122106,2003122718,4.1,13.9,125.3,148.5,1.7,0.6,0,0,0,NaN,9X,w27,72,2003122406,wn,
