stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.2017,TD,NN,ONE,30,2.5,9.2,9.6,115.7,2017010712,2017011618,7.9,11.3,103.7,127.8,0.6,0.0,0,0,0,NaN,9X,a6w,6,2017010718,wn,
02w.2017,TD,NN,TWO,25,2.8,8.0,14.2,123.5,2017041218,2017042018,7.7,23.3,116.9,136.4,0.8,0.0,0,0,0,NaN,9X,a2w,36,2017041406,wn,
03w.2017,TS,NN,MUIFA,40,3.0,6.0,14.5,136.9,2017042300,2017042900,10.3,21.3,134.2,141.9,1.2,0.6,0,0,0,NaN,9X,a3w,42,2017042418,wn,
04w.2017,TS,NN,MERBOK,45,2.8,4.2,17.3,117.3,2017060900,2017061306,11.3,24.9,114.4,121.4,1.3,0.7,0,0,0,NaN,9X,b6w,48,2017061100,wn,
05w.2017,TS,NN,NANMADOL,60,3.5,6.5,22.6,133.7,2017062900,2017070512,9.8,37.4,124.1,154.8,2.5,1.8,0,0,0,NaN,9X,b9w,72,2017070200,wn,
06w.2017,TS,NN,TALAS,50,2.5,3.2,17.8,108.6,2017071406,2017071712,16.2,19.5,100.2,113.0,1.2,0.7,0,0,1,ddRW,9X,b4w,30,2017071512,wn,
07w.2017,STY,NN,NORU,135,18.8,20.5,28.4,144.2,2017071912,2017080900,22.7,39.1,130.2,160.2,21.4,27.2,6,3,6,ddED,9X,c5w,30,2017072018,wn,
08w.2017,TS,NN,SONCA,45,5.5,5.8,17.1,111.3,2017072006,2017072600,14.9,17.9,104.1,116.3,2.3,1.1,0,0,0,NaN,9X,c6w,18,2017072100,wn,
09w.2017,TS,NN,KULAP,50,6.0,8.5,29.3,161.5,2017072000,2017072812,22.7,33.1,147.3,177.9,3.2,1.8,0,0,0,NaN,9X,c7w,30,2017072106,wn,
10w.2017,TS,NN,ROKE,35,1.5,3.5,20.4,119.7,2017072006,2017072318,17.5,23.6,111.5,125.8,0.6,0.2,0,0,0,NaN,9X,c8w,36,2017072118,wn,
11w.2017,TY,NN,NESAT,85,5.2,5.5,20.3,124.4,2017072506,2017073018,14.1,26.0,116.3,128.7,4.4,4.0,0,0,3,ddRW,9X,c9w,18,2017072600,wn,
12w.2017,TS,NN,HAITANG,40,3.2,6.5,21.1,117.3,2017072518,2017080106,16.8,32.0,115.7,120.7,1.5,0.8,0,0,0,NaN,9X,c2w,60,2017072806,wn,
13w.2017,TS,NN,NALGAE,60,4.5,6.0,30.9,162.3,2017073118,2017080618,25.3,45.5,155.9,165.4,3.3,2.1,0,0,1,ddRW,9X,d7w,6,2017080100,wn,
14w.2017,TY,NN,BANYAN,100,6.5,7.5,24.8,166.9,2017081000,2017081712,15.0,44.4,162.1,179.3,7.2,8.3,4,2,0,rrED,9X,d0w,24,2017081100,wn,
15w.2017,TY,NN,HATO,90,4.0,6.0,21.0,120.0,2017081818,2017082418,19.4,24.1,102.2,134.8,3.0,2.7,3,0,4,ddRI,9X,d3w,24,2017081918,wn,
16w.2017,TS,NN,PAKHAR,60,3.5,4.8,17.9,122.1,2017082300,2017082718,15.0,24.6,107.9,135.6,1.9,1.2,0,0,0,NaN,9X,e6w,36,2017082412,wn,
17w.2017,TY,NN,SANVU,90,4.5,7.0,28.4,145.9,2017082718,2017090318,19.5,48.5,141.3,158.6,5.9,5.5,1,0,0,rrRI,9X,e9w,18,2017082812,wn,
18w.2017,TS,NN,MAWAR,45,2.8,4.8,20.9,117.8,2017083012,2017090406,18.5,24.1,114.6,121.0,1.5,0.7,0,0,0,NaN,9X,e1w,30,2017083118,wn,
19w.2017,TD,NN,GUCHOL,30,3.0,5.5,19.8,124.7,2017090218,2017090806,15.1,27.4,118.9,136.1,0.8,0.0,0,0,0,NaN,9X,e2w,48,2017090418,wn,
20w.2017,TY,NN,TALIM,120,8.2,12.2,23.4,136.6,2017090612,2017091818,10.8,49.0,124.3,159.1,9.6,10.8,3,0,4,ddRI,9X,d4w,54,2017090818,wn,
21w.2017,TY,NN,DOKSURI,95,4.8,7.0,15.4,118.6,2017090900,2017091600,13.5,18.6,101.1,132.9,3.5,3.4,4,0,3,ddRI,9X,f7w,66,2017091118,wn,
22w.2017,TD,NN,TWENTYTWO,30,1.8,2.8,18.8,113.2,2017092218,2017092512,16.1,21.7,106.3,122.6,0.4,0.0,0,0,0,NaN,9X,f0w,24,2017092318,wn,
23w.2017,TD,NN,TWENTYTHR,30,1.2,3.2,16.7,112.2,2017100706,2017101012,15.0,19.3,103.1,119.9,0.3,0.0,0,0,0,NaN,9X,g7w,36,2017100818,wn,
24w.2017,TY,NN,KHANUN,85,4.2,4.2,18.7,117.4,2017101200,2017101606,16.9,20.7,109.3,124.9,3.2,2.9,2,0,2,ddRI,9X,g8w,6,2017101206,wn,
25w.2017,STY,NN,LAN,135,7.2,10.5,16.1,135.1,2017101218,2017102306,7.8,40.0,129.9,145.1,9.4,13.3,4,1,4,ddED,9X,f1w,66,2017101512,wn,
26w.2017,TD,NN,TWENTYSIX,25,0.5,2.5,10.2,117.0,2017101712,2017102000,9.1,11.7,115.0,120.5,0.2,0.0,0,0,0,NaN,9X,f4w,30,2017101818,wn,
27w.2017,TY,NN,SAOLA,65,8.0,10.5,17.2,140.6,2017101906,2017102918,9.0,39.3,128.0,151.9,5.0,3.1,0,0,0,NaN,9X,f3w,12,2017101918,wn,
28w.2017,TY,NN,DAMREY,90,3.5,4.5,12.4,114.1,2017103112,2017110500,11.0,13.1,103.7,122.9,2.8,2.8,5,0,3,ddRI,9X,h6w,30,2017110118,wn,
29w.2017,TD,NN,TWENTYNIN,25,2.2,7.8,7.9,102.4,2017110100,2017110818,5.1,12.8,98.0,107.6,0.6,0.0,0,0,0,NaN,9X,h5w,126,2017110606,wn,
30w.2017,TS,NN,HAIKUI,45,3.5,7.2,15.3,117.9,2017110706,2017111412,10.4,17.9,107.6,132.4,1.4,0.6,0,0,0,NaN,9X,h9w,42,2017110900,wn,
31w.2017,TS,NN,KIROGI,40,2.2,5.0,8.9,119.5,2017111418,2017111918,4.8,12.5,105.5,133.1,1.0,0.5,0,0,0,NaN,9X,h0w,66,2017111712,wn,
32w.2017,TS,NN,KAI-TAK,50,7.5,13.5,8.7,119.7,2017121018,2017122406,1.6,12.3,104.5,134.5,4.0,1.9,0,0,0,NaN,9X,i6w,72,2017121318,wn,
33w.2017,TY,NN,TEMBIN,85,5.5,7.2,8.0,118.1,2017121918,2017122700,6.9,8.5,101.8,134.5,4.2,3.7,0,0,4,ddRW,9X,i7w,24,2017122018,wn,
01l.2017,TS,NN,ARLENE,55,1.0,5.2,34.1,315.7,2017041606,2017042112,31.1,40.0,310.0,320.8,3.2,2.1,0,0,0,NaN,9X,a1l,78,2017041912,wn,
02l.2017,TS,NN,BRET,40,4.2,4.2,7.6,311.1,2017061612,2017062018,5.1,11.7,293.6,326.7,1.6,0.6,0,0,0,NaN,9X,a2l,54,2017061818,wn,
03l.2017,TS,NN,CINDY,50,5.0,5.0,23.3,270.4,2017061712,2017062212,17.2,30.5,266.4,273.8,2.6,1.5,0,0,0,NaN,9X,a3l,54,2017061918,wn,
04l.2017,TD,NN,FOUR,30,8.8,11.2,15.0,313.6,2017070100,2017071206,8.9,23.5,287.6,331.5,2.2,0.0,0,0,0,NaN,9X,a4l,120,2017070600,wn,
05l.2017,TS,NN,DON,40,2.5,2.8,10.9,308.3,2017071606,2017071900,10.4,11.9,298.6,316.9,1.0,0.5,0,0,0,NaN,9X,a5l,36,2017071718,wn,
06l.2017,TS,NN,EMILY,40,2.5,2.5,28.4,277.8,2017073012,2017080200,27.4,30.7,273.6,281.9,0.9,0.2,0,0,0,NaN,9X,a8l,18,2017073106,wn,
07l.2017,TY,NN,FRANKLIN,75,7.0,7.0,16.4,278.0,2017080312,2017081012,12.1,20.4,261.7,295.7,3.6,2.2,2,0,1,ddRI,9X,b0l,72,2017080612,wn,
08l.2017,TY,NN,GERT,90,14.2,14.5,21.5,306.5,2017080306,2017081718,9.8,44.0,287.6,342.1,6.8,4.5,0,0,1,ddRW,9X,a9l,234,2017081300,wn,
09l.2017,TY,NN,HARVEY,115,17.5,17.5,20.2,284.6,2017081312,2017083100,12.0,31.3,262.4,332.6,8.9,6.6,7,1,4,ddED,9X,b1l,96,2017081712,wn,
10l.2017,TS,NN,TEN,40,9.0,14.2,23.8,292.1,2017081512,2017082918,13.5,35.4,276.6,329.6,2.6,0.4,0,0,0,NaN,9X,b2l,294,2017082718,wn,
11l.2017,STY,NN,IRMA,160,14.8,14.8,19.2,306.4,2017082806,2017091200,11.6,31.9,275.6,340.7,20.9,40.0,10,1,5,ddED,9X,b3l,54,2017083012,wn,
12l.2017,STY,NN,JOSE,135,18.8,18.8,25.9,297.1,2017090412,2017092306,10.0,39.8,288.1,325.0,20.3,25.3,6,1,0,rrED,9X,b4l,24,2017090512,wn,
