stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.2000,STY,NN,DAMREY,155,8.8,8.8,16.1,136.1,2000050318,2000051212,6.2,28.3,131.5,148.9,7.7,10.7,8,3,6,ddED,9X,w01,48,2000050518,wn,
02w.2000,TS,NN,LONGWANG,40,1.8,2.5,21.6,126.5,2000051718,2000052006,17.8,27.2,121.6,135.6,0.7,0.3,0,0,0,NaN,9X,w02,24,2000051818,wn,
03w.2000,TD,NN,NONAME,30,1.0,1.0,20.0,121.6,2000052100,2000052200,18.3,21.0,118.3,125.1,0.3,0.0,0,0,0,NaN,9X,w03,NaN,NaN,wn,
04w.2000,TD,NN,NONAME,30,2.2,3.5,13.3,111.4,2000052900,2000060112,10.5,17.5,107.5,116.6,0.6,0.0,0,0,0,NaN,9X,w04,42,2000053018,wn,
05w.2000,TY,NN,KIROGI,115,7.0,7.0,24.5,135.5,2000070200,2000070900,13.1,42.3,131.7,147.1,7.7,9.8,6,3,3,ddED,9X,w05,6,2000070206,wn,
06w.2000,TY,NN,KAI-TAK,75,7.0,7.8,22.1,120.4,2000070306,2000071100,15.7,38.0,118.1,123.9,4.9,4.2,3,0,0,rrRI,9X,w06,24,2000070406,wn,
07w.2000,TD,NN,NONAME,25,3.5,4.2,14.3,125.0,2000071018,2000071500,9.5,17.6,117.6,131.4,0.9,0.0,0,0,0,NaN,9X,w07,48,2000071218,wn,
08w.2000,TD,NN,NONAME,25,3.0,3.2,18.5,113.7,2000071406,2000071712,16.0,22.6,112.0,116.3,0.8,0.0,0,0,0,NaN,9X,w08,42,2000071600,wn,
09w.2000,TS,NN,TEMBIN,45,5.5,6.0,29.8,143.3,2000071700,2000072300,20.5,41.8,141.6,149.5,2.5,1.3,0,0,0,NaN,9X,w09,18,2000071718,wn,
10w.2000,TD,NN,NONAME,25,3.0,3.5,15.4,127.8,2000071912,2000072300,12.0,17.9,122.1,130.8,0.8,0.0,0,0,0,NaN,9X,w10,12,2000072000,wn,
11w.2000,TS,NN,BOLAVEN,50,6.8,7.0,27.8,128.1,2000072406,2000073106,19.0,38.2,123.1,131.1,3.8,2.5,0,0,0,NaN,9X,w11,12,2000072418,wn,
12w.2000,TS,NN,CHANCHU,40,2.5,3.2,10.0,177.9,2000072612,2000072918,6.4,14.3,175.6,182.0,0.9,0.3,0,0,0,NaN,9X,w12,36,2000072800,wn,
13w.2000,TY,NN,JELAWAT,125,10.5,11.0,26.1,134.9,2000073112,2000081112,21.7,31.8,118.9,155.2,13.7,19.5,6,4,5,ddED,9X,w13,12,2000080100,wn,
14w.2000,TD,NN,NONAME,30,2.8,3.8,30.4,146.5,2000080618,2000081012,23.7,36.7,143.1,153.9,0.7,0.0,0,0,0,NaN,9X,w14,36,2000080806,wn,
15w.2000,TY,NN,EWINIAR,75,10.8,11.2,30.5,144.4,2000080812,2000081918,14.1,39.7,135.5,150.9,7.0,5.5,5,0,2,ddRI,9X,w15,18,2000080906,wn,
16w.2000,TS,NN,WENE,45,2.2,2.8,34.9,181.4,2000081412,2000081706,31.3,40.2,179.4,184.0,1.2,0.7,0,0,0,NaN,9X,w16,18,2000081506,wn,
17w.2000,TD,NN,NONAME,25,2.0,2.2,32.3,173.5,2000081618,2000081900,29.9,35.6,169.0,179.5,0.5,0.0,0,0,0,NaN,9X,w17,24,2000081718,wn,
