stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.1982,TS,NN,MAMIE,60,10.0,10.8,9.2,128.3,1982031406,1982032500,7.1,12.2,107.8,153.0,5.6,3.7,0,0,0,NaN,9X,w01,48,1982031606,wn,
02w.1982,TY,NN,NELSON,105,14.0,14.0,10.2,129.8,1982031806,1982040106,3.8,14.3,112.6,160.7,11.5,11.4,1,0,2,ddRI,9X,w02,18,1982031900,wn,
03w.1982,TY,NN,ODESSA,75,7.0,7.0,9.7,159.5,1982032806,1982040406,3.5,14.0,154.6,164.3,4.9,4.0,0,0,2,ddRW,9X,w03,24,1982032906,wn,
04w.1982,TY,NN,PAT,105,6.0,6.0,17.1,129.5,1982051618,1982052218,10.2,26.5,124.2,140.2,5.9,6.8,5,0,3,ddRI,9X,w04,12,1982051706,wn,
05w.1982,TY,NN,RUBY,75,7.2,8.2,15.0,141.9,1982061806,1982062612,9.0,32.1,138.8,148.5,4.9,4.0,0,0,0,NaN,9X,w05,66,1982062100,wn,
06w.1982,TS,NN,TESS,35,4.0,4.2,20.2,114.2,1982062800,1982070206,17.2,23.2,112.4,118.5,1.2,0.1,0,0,0,NaN,9X,w06,24,1982062900,wn,
07w.1982,TS,NN,SKIP,50,2.2,2.2,25.7,140.8,1982062906,1982070112,21.7,30.8,131.7,151.3,1.6,1.1,0,0,0,NaN,9X,w07,18,1982063000,wn,
08w.1982,TS,NN,VAL,55,2.0,2.0,26.1,128.9,1982070200,1982070400,24.3,29.7,123.3,138.1,1.4,1.0,0,0,0,NaN,9X,w08,24,1982070300,wn,
09w.1982,TS,NN,WINONA,55,5.0,5.0,16.2,121.6,1982071212,1982071712,11.8,21.3,109.2,132.6,2.8,1.7,0,0,1,ddRW,9X,w09,30,1982071318,bt,
10w.1982,TY,NN,ANDY,120,8.5,8.5,17.4,134.4,1982072112,1982073000,11.1,26.4,117.5,147.0,10.1,13.6,0,0,4,ddRW,9X,w10,18,1982072206,wn,
11w.1982,STY,NN,BESS,140,11.2,11.2,20.3,148.3,1982072200,1982080206,11.1,40.0,135.5,163.8,13.9,20.7,3,0,3,ddRI,9X,w11,18,1982072218,wn,
12w.1982,TY,NN,CECIL,125,9.8,10.2,26.5,124.2,1982080412,1982081418,19.8,38.9,122.8,130.9,9.8,12.5,6,3,0,rrED,9X,w12,18,1982080506,wn,
13w.1982,TY,NN,DOT,80,7.5,7.8,16.2,133.5,1982080800,1982081518,7.7,25.2,117.1,153.9,5.6,4.8,1,0,3,ddRI,9X,w13,24,1982080900,wn,
14w.1982,TY,NN,ELLIS,125,9.8,10.2,18.8,138.2,1982081706,1982082712,8.0,38.5,130.5,154.2,11.3,15.8,3,0,2,ddRI,9X,w14,36,1982081818,wn,
15w.1982,TY,NN,FAYE,90,13.5,14.2,19.0,124.6,1982082000,1982090306,11.3,24.5,118.7,132.4,9.0,7.8,6,0,3,ddRI,9X,w15,24,1982082100,wn,
16w.1982,TY,NN,GORDON,100,9.2,9.2,25.9,146.1,1982082700,1982090506,14.6,37.1,139.4,153.8,11.2,13.8,3,0,0,rrRI,9X,w16,6,1982082706,wn,
17w.1982,TS,NN,HOPE,60,2.8,2.8,16.3,113.8,1982090400,1982090618,15.6,16.6,107.8,118.5,2.1,1.6,0,0,0,NaN,9X,w17,12,1982090412,wn,
18w.1982,TY,NN,IRVING,90,11.2,11.2,15.9,119.4,1982090418,1982091600,12.9,21.8,107.0,133.3,9.9,9.6,0,0,0,NaN,9X,w18,12,1982090506,wn,
19w.1982,TY,NN,JUDY,90,7.8,7.8,21.5,138.4,1982090500,1982091218,12.1,39.5,133.6,147.3,7.5,8.1,0,0,1,ddRW,9X,w19,18,1982090518,wn,
20w.1982,TY,NN,KEN,110,9.0,9.0,22.4,127.9,1982091600,1982092500,17.5,35.5,124.1,133.7,10.8,14.0,5,1,1,ddED,9X,w20,6,1982091606,wn,
21w.1982,TS,NN,LOLA,50,4.0,4.0,27.9,162.9,1982091500,1982091900,22.0,35.5,158.8,170.1,2.3,1.5,0,0,0,NaN,9X,w21,30,1982091606,wn,
22w.1982,TD,NN,NONAME,30,1.0,1.0,20.5,137.8,1982092106,1982092206,18.6,22.1,136.2,139.3,0.3,0.0,0,0,0,NaN,9X,w22,6,1982092112,wn,
23w.1982,STY,NN,MAC,140,8.0,8.2,19.1,141.4,1982100100,1982100906,11.8,35.4,135.3,151.8,11.5,19.2,9,0,0,rrRI,9X,w23,12,1982100112,wn,
24w.1982,TY,NN,NANCY,115,7.8,8.0,17.0,124.2,1982101006,1982101806,15.8,19.0,105.2,146.2,7.8,8.9,3,0,3,ddRI,9X,w24,18,1982101100,wn,
25w.1982,TD,NN,NONAME,20,0.0,1.0,19.7,136.2,1982101506,1982101606,18.3,21.0,135.0,137.8,0.0,0.0,0,0,0,NaN,9X,w25,NaN,NaN,NaN,
26w.1982,TY,NN,OWEN,105,13.2,14.0,22.7,155.8,1982101400,1982102800,10.9,33.3,143.3,167.5,10.7,10.7,0,0,3,ddRW,9X,w26,42,1982101518,wn,
27w.1982,TY,NN,PAMELA,100,16.2,17.2,11.4,149.7,1982112118,1982120900,6.8,16.8,115.2,178.1,13.1,12.7,1,0,5,ddRI,9X,w27,60,1982112406,wn,
28w.1982,TY,NN,ROGER,65,3.5,3.5,15.1,124.0,1982120706,1982121018,10.1,19.9,121.8,130.8,2.4,1.8,1,0,2,ddRI,9X,w28,18,1982120800,wn,
01l.1982,TY,NN,ALBERTO,75,3.8,4.0,24.3,275.7,1982060212,1982060612,21.7,25.5,272.9,277.4,1.9,1.2,3,1,3,ddED,9X,l01,18,1982060306,wn,
02l.1982,TS,NN,SUBTROP,60,2.8,2.8,35.3,285.7,1982061800,1982062018,25.8,45.4,273.6,304.0,2.3,2.0,2,0,0,rrRI,9X,l02,12,1982061812,bt,
03l.1982,TS,NN,BERYL,60,9.0,9.0,18.1,317.0,1982082812,1982090612,13.7,20.1,296.4,337.8,4.9,3.1,0,0,1,ddRW,9X,l03,6,1982082818,wn,
04l.1982,TD,NN,CHRIS,30,3.2,3.5,19.8,300.0,1982090600,1982090912,16.8,24.0,294.0,307.0,0.8,0.0,0,0,0,NaN,9X,l04,NaN,NaN,NaN,
05l.1982,TS,NN,DEBBY,55,3.8,3.8,29.1,266.9,1982090900,1982091218,26.2,34.8,265.8,269.0,1.6,0.8,0,0,0,NaN,9X,l05,36,1982091012,wn,
