stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.1945,TS,NN,ANN,50,6.5,7.0,11.5,154.1,1945041912,1945042612,9.5,17.0,149.0,160.3,2.8,1.3,0,0,0,NaN,9X,w01,12,1945042000,bt,
02w.1945,TS,NN,BETTY,55,3.0,3.0,24.6,141.4,1945051312,1945051612,19.0,31.0,136.0,148.5,1.4,0.8,0,0,0,NaN,9X,w02,18,1945051406,bt,
03w.1945,TY,NN,CONNIE,70,6.0,6.0,22.0,135.0,1945060112,1945060712,11.3,33.0,129.0,149.0,3.5,2.4,1,0,1,ddRI,9X,w03,36,1945060300,bt,
04w.1945,TS,NN,DORIS,45,3.0,3.0,19.4,137.2,1945061812,1945062112,13.0,26.0,134.0,143.0,1.7,1.0,0,0,0,NaN,9X,w04,6,1945061818,bt,
05w.1945,TS,NN,NANCY,50,3.2,4.8,18.4,114.2,1945070312,1945070806,14.2,23.2,111.6,115.5,1.6,0.9,0,0,0,NaN,9X,w05,60,1945070600,bt,
06w.1945,TY,NN,OPAL,65,6.0,7.5,21.8,130.2,1945071412,1945072200,9.3,35.0,125.1,145.0,4.2,3.4,0,0,0,NaN,9X,w06,48,1945071612,bt,
07w.1945,TS,NN,PEGGY,35,1.0,1.0,19.2,117.0,1945072212,1945072312,17.0,21.5,116.0,118.0,0.4,0.1,0,0,0,NaN,9X,w07,12,1945072300,bt,
08w.1945,TS,NN,EDNA,40,2.0,2.0,26.0,152.9,1945072712,1945072912,22.0,30.0,152.4,154.0,1.2,0.7,0,0,0,NaN,9X,w08,NaN,NaN,NaN,
09w.1945,TY,NN,EVA,80,5.5,5.5,26.3,129.2,1945073000,1945080412,22.0,39.0,127.0,131.0,4.4,3.8,2,0,0,rrRI,9X,w09,NaN,NaN,NaN,
10w.1945,TY,NN,QUEENIE,80,4.0,4.0,18.3,116.8,1945080512,1945080912,15.5,21.0,111.5,123.5,3.6,3.3,1,0,0,rrRI,9X,w10,NaN,NaN,NaN,
11w.1945,TS,NN,FRANCES,50,4.0,4.0,29.1,148.0,1945080912,1945081312,22.0,35.5,146.0,152.0,2.3,1.4,0,0,0,NaN,9X,w11,18,1945081006,bt,
12w.1945,TS,NN,GRACE,60,7.0,7.0,24.3,151.5,1945081512,1945082212,17.0,33.0,141.5,161.0,3.1,1.5,0,0,0,NaN,9X,w12,90,1945081906,bt,
13w.1945,TY,NN,RUTH,70,6.0,6.0,31.6,134.6,1945082200,1945082800,21.7,45.0,131.3,137.4,4.0,2.9,0,0,1,ddRW,9X,w13,24,1945082300,bt,
14w.1945,TY,NN,SUSAN,80,5.0,5.0,27.8,131.4,1945082300,1945082800,23.3,36.5,124.7,133.8,5.5,5.9,0,0,2,ddRW,9X,w14,NaN,NaN,NaN,
15w.1945,TY,NN,TESS,70,1.8,1.8,21.4,115.1,1945082312,1945082506,19.0,23.9,114.6,116.0,1.8,1.7,0,0,0,NaN,9X,w15,NaN,NaN,NaN,
16w.1945,TY,NN,HELEN,105,6.0,6.0,20.4,125.6,1945082912,1945090412,14.5,27.5,117.5,135.5,5.5,5.8,3,0,4,ddRI,9X,w16,12,1945083000,bt,
17w.1945,TY,NN,URSULA,90,6.8,6.8,25.2,125.2,1945090712,1945091406,14.5,42.0,119.0,140.0,5.1,4.4,2,0,2,ddRI,9X,w17,18,1945090806,bt,
18w.1945,TY,NN,IDA,70,10.8,10.8,24.5,145.6,1945091000,1945092018,8.0,51.0,128.3,176.0,8.4,7.1,0,0,0,NaN,9X,w18,24,1945091100,bt,
