dtg,stmid,sname,tcvmax,tctype,rlat,rlon,vmax,pmin,dir,spd,trkdir,trkspd,r34m,r34ne,r34se,r34sw,r34nw,r50m,r50ne,r50se,r50sw,r50nw,tccode,wncode,dirtype,posttype,roci,poci,alf,depth,rmax,tdo,
1963042700,01w.1963,OLIVE,TY,NN,9.7,143.5,40,NaN,26,3,26,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TS,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042706,01w.1963,OLIVE,TY,NN,10.0,143.7,60,NaN,26,3,26,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TS,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042712,01w.1963,OLIVE,TY,NN,10.3,143.8,75,NaN,26,3,26,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042718,01w.1963,OLIVE,TY,NN,10.6,143.6,85,NaN,351,3,351,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042800,01w.1963,OLIVE,TY,NN,11.1,143.7,95,NaN,353,4,353,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042806,01w.1963,OLIVE,TY,NN,11.4,143.8,110,NaN,14,4,14,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042812,01w.1963,OLIVE,TY,NN,11.9,143.9,115,NaN,14,4,14,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042818,01w.1963,OLIVE,TY,NN,12.5,143.9,120,NaN,5,6,5,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042900,01w.1963,OLIVE,TY,NN,13.0,144.0,125,NaN,5,6,5,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042906,01w.1963,OLIVE,TY,NN,13.6,144.2,125,NaN,15,6,15,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963042912,01w.1963,OLIVE,TY,NN,14.1,144.5,120,NaN,24,6,24,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,0.02,NaN,NaN,NaN,
1963042918,01w.1963,OLIVE,TY,NN,14.6,145.0,115,NaN,38,6,38,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963043000,01w.1963,OLIVE,TY,NN,15.1,145.5,110,NaN,44,7,44,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,0.02,NaN,NaN,NaN,
1963043006,01w.1963,OLIVE,TY,NN,15.6,146.1,110,NaN,47,7,47,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,0.02,NaN,NaN,NaN,
1963043012,01w.1963,OLIVE,TY,NN,16.4,146.5,105,NaN,37,8,37,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963043018,01w.1963,OLIVE,TY,NN,17.1,147.1,105,NaN,33,9,33,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963050100,01w.1963,OLIVE,TY,NN,17.8,147.8,105,NaN,42,9,42,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963050106,01w.1963,OLIVE,TY,NN,18.4,148.5,100,NaN,46,9,46,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963050112,01w.1963,OLIVE,TY,NN,19.2,148.9,100,NaN,37,9,37,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963050118,01w.1963,OLIVE,TY,NN,20.0,149.5,100,NaN,31,9,31,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963050200,01w.1963,OLIVE,TY,NN,20.7,150.3,95,NaN,41,10,41,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
1963050206,01w.1963,OLIVE,TY,NN,21.2,151.3,95,NaN,55,10,55,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TY,NW,B,B,NaN,NaN,NaN,NaN,NaN,NaN,
