stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01l.1944,TY,NN,UNNAMED,70,6.8,6.8,30.7,289.9,1944071306,1944072000,19.6,44.2,284.4,310.2,5.6,4.9,0,0,0,NaN,9X,l01,18,1944071400,bt,
02l.1944,TS,NN,UNNAMED,55,3.5,3.5,15.6,290.8,1944072406,1944072718,13.4,17.2,278.4,303.4,2.5,1.8,0,0,0,NaN,9X,l02,NaN,NaN,NaN,
03l.1944,TY,NN,UNNAMED,70,4.8,4.8,32.5,285.5,1944073012,1944080406,21.5,41.3,281.8,292.1,3.4,2.7,0,0,2,ddRW,9X,l03,NaN,NaN,NaN,
04l.1944,TY,NN,UNNAMED,105,7.8,7.8,17.3,282.4,1944081618,1944082412,12.1,20.8,261.8,300.5,9.0,11.1,0,0,5,ddRW,9X,l04,NaN,NaN,NaN,
05l.1944,TS,NN,UNNAMED,50,4.8,4.8,23.1,267.8,1944081812,1944082306,20.5,25.6,260.2,275.0,2.7,1.7,0,0,0,NaN,9X,l05,30,1944081918,bt,
06l.1944,TS,NN,UNNAMED,55,2.5,2.5,28.3,268.4,1944090900,1944091112,25.0,32.0,265.0,273.2,1.4,0.8,0,0,0,NaN,9X,l06,12,1944090912,bt,
07l.1944,STY,NN,UNNAMED,140,7.2,7.2,31.0,292.4,1944090906,1944091612,20.8,52.0,284.3,313.0,9.9,15.4,3,0,7,ddRI,9X,l07,NaN,NaN,NaN,
08l.1944,TY,NN,UNNAMED,70,3.2,3.2,19.5,270.9,1944091906,1944092212,16.5,21.1,265.8,276.4,3.0,2.7,1,0,1,ddRI,9X,l08,NaN,NaN,NaN,
09l.1944,TY,NN,UNNAMED,85,7.0,7.0,34.5,311.2,1944092112,1944092812,17.1,61.4,304.1,337.6,5.9,5.4,0,0,0,NaN,9X,l09,NaN,NaN,NaN,
10l.1944,TS,NN,UNNAMED,45,3.0,3.0,37.9,316.7,1944093000,1944100300,33.1,43.8,315.0,323.0,1.7,1.0,0,0,0,NaN,9X,l10,NaN,NaN,NaN,
11l.1944,TS,NN,UNNAMED,40,3.0,3.0,16.8,300.1,1944093006,1944100306,14.4,20.5,298.9,301.0,1.8,1.1,0,0,0,NaN,9X,l11,NaN,NaN,NaN,
12l.1944,TY,NN,UNNAMED,70,4.8,4.8,38.1,327.5,1944101100,1944101518,35.5,41.5,319.6,344.0,3.8,3.2,1,0,0,rrRI,9X,l12,NaN,NaN,NaN,
13l.1944,TY,NN,UNNAMED,125,12.0,12.0,30.7,285.8,1944101212,1944102412,16.0,66.0,277.0,326.0,12.5,15.1,5,0,5,ddRI,9X,l13,6,1944101218,bt,
14l.1944,TS,NN,UNNAMED,60,2.8,2.8,11.6,278.0,1944110100,1944110318,11.3,12.2,277.5,278.7,1.8,1.3,0,0,2,ddRW,9X,l14,6,1944110106,bt,
