stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.1952,TY,NN,CHARLOTTE,85,5.0,5.0,20.5,113.3,1952061000,1952061500,16.1,24.3,109.9,116.5,4.4,4.2,1,0,0,rrRI,9X,w01,6,1952061006,bt,
02w.1952,TY,NN,DINAH,75,6.5,6.5,26.0,134.8,1952061900,1952062512,12.0,38.0,122.9,168.5,4.7,3.9,2,0,0,rrRI,9X,w02,36,1952062012,bt,
03w.1952,TY,NN,EMMA,110,8.5,8.5,12.0,126.2,1952062800,1952070612,5.4,21.6,108.4,143.6,9.6,11.8,8,0,6,ddRI,9X,w03,12,1952062812,bt,
04w.1952,TS,NN,FREDA,45,4.0,4.2,28.0,131.0,1952071106,1952071512,23.9,32.8,126.8,134.0,1.9,1.1,0,0,0,NaN,9X,w04,18,1952071200,bt,
05w.1952,TS,NN,GILDA,50,5.0,5.0,26.8,124.8,1952071500,1952072000,25.0,31.0,119.8,130.0,2.6,1.5,0,0,0,NaN,9X,w05,30,1952071606,bt,
06w.1952,TY,NN,HARRIET,100,4.0,4.0,18.7,122.5,1952072600,1952073000,14.9,25.2,112.9,127.5,3.9,4.2,1,0,0,rrRI,9X,w06,12,1952072612,bt,
07w.1952,TS,NN,JEANNIE,45,6.8,6.8,22.3,137.1,1952080200,1952080818,13.4,36.0,131.2,142.8,2.9,1.4,0,0,0,NaN,9X,w07,54,1952080406,bt,
08w.1952,TY,NN,KAREN,85,10.0,10.0,27.0,131.0,1952081012,1952082012,13.7,44.0,124.9,153.5,8.6,8.4,0,0,0,NaN,9X,w08,24,1952081112,bt,
09w.1952,TY,NN,LOIS,75,7.5,7.5,16.5,117.9,1952082212,1952083000,10.2,23.0,100.0,134.8,4.8,3.7,0,0,2,ddRW,9X,w09,66,1952082506,bt,
10w.1952,TY,NN,MARY,65,6.0,6.0,23.4,125.5,1952082912,1952090412,9.6,43.0,119.3,138.0,4.3,3.4,0,0,0,NaN,9X,w10,12,1952083000,bt,
11w.1952,TY,NN,NONA,80,6.0,6.0,18.1,115.9,1952090212,1952090812,12.2,23.0,102.0,132.1,5.4,5.3,0,0,2,ddRW,9X,w11,NaN,NaN,NaN,
12w.1952,TS,NN,NONAME,40,6.8,6.8,20.6,122.8,1952090706,1952091400,13.5,24.5,112.5,134.4,2.4,0.7,0,0,0,NaN,9X,w12,96,1952091106,bt,
13w.1952,STY,NN,OLIVE,160,8.0,8.0,28.0,167.9,1952091312,1952092112,18.0,48.0,155.3,188.0,9.5,15.9,9,4,7,ddED,9X,w13,12,1952091400,bt,
14w.1952,TS,NN,NONAME,35,3.0,3.0,18.4,111.1,1952091600,1952091900,16.2,20.7,105.0,117.2,1.0,0.3,0,0,0,NaN,9X,w14,24,1952091700,bt,
15w.1952,TY,NN,POLLY,70,7.0,7.0,26.8,146.2,1952092612,1952100312,13.4,39.4,140.8,161.0,5.0,3.9,0,0,0,NaN,9X,w15,18,1952092706,bt,
16w.1952,TY,NN,ROSE,80,5.2,6.0,26.6,142.1,1952100412,1952101012,20.2,35.1,138.0,147.5,4.3,4.0,4,1,0,rrED,9X,w16,36,1952100600,bt,
17w.1952,TS,NN,SHIRLEY,40,1.5,1.5,14.3,112.8,1952101406,1952101518,13.8,14.8,108.2,117.2,0.6,0.2,0,0,0,NaN,9X,w17,12,1952101418,bt,
18w.1952,TY,NN,TRIX,120,10.5,10.5,11.9,125.3,1952101512,1952102600,8.9,15.3,104.0,139.5,12.0,17.2,6,0,7,ddRI,9X,w18,30,1952101618,bt,
19w.1952,TY,NN,VAE,65,3.8,3.8,12.4,114.0,1952101700,1952102018,11.3,13.2,108.2,120.0,2.6,2.0,0,0,1,ddRW,9X,w19,12,1952101712,bt,
20w.1952,STY,NN,WILMA,160,10.0,10.0,10.9,129.1,1952102112,1952103112,5.5,16.0,103.0,152.0,13.1,22.2,10,2,11,ddED,9X,w20,12,1952102200,bt,
21w.1952,STY,NN,AGNES,150,10.0,10.0,21.2,140.2,1952102812,1952110712,8.6,36.5,128.7,158.0,12.1,20.4,11,0,10,ddRI,9X,w21,42,1952103006,bt,
22w.1952,TY,NN,BESS,100,7.5,7.5,21.1,130.0,1952110900,1952111612,14.0,29.8,119.7,145.3,7.7,8.9,0,0,4,ddRW,9X,w22,6,1952110906,bt,
23w.1952,TY,NN,CARMEN,110,6.8,6.8,19.6,133.4,1952111512,1952112206,10.3,29.0,126.7,145.7,7.0,8.5,6,0,4,ddRI,9X,w23,12,1952111600,bt,
24w.1952,STY,NN,DELLA,150,5.2,5.2,17.5,123.3,1952112206,1952112712,12.1,24.7,118.8,131.3,7.0,11.1,7,3,5,ddED,9X,w24,NaN,NaN,NaN,
25w.1952,TS,NN,ELAINE,45,2.0,2.0,14.5,171.7,1952120400,1952120600,12.0,17.0,168.0,176.3,1.0,0.5,0,0,0,NaN,9X,w25,NaN,NaN,NaN,
26w.1952,TS,NN,FAYE,45,3.2,3.2,13.0,113.4,1952121600,1952121906,12.1,13.6,111.7,118.4,1.3,0.6,0,0,0,NaN,9X,w26,12,1952121612,bt,
27w.1952,STY,NN,GLORIA,130,8.8,9.0,11.1,125.3,1952121612,1952122512,6.5,14.5,105.0,147.0,9.7,12.4,8,0,8,ddRI,9X,w27,NaN,NaN,NaN,
28w.1952,STY,NN,HESTER,160,8.0,8.0,14.4,149.0,1952122718,1953010418,6.0,23.8,134.3,173.0,12.1,22.8,8,0,12,ddRI,9X,w28,NaN,NaN,NaN,
01l.1952,TS,NN,UNNAMED,60,3.0,3.0,31.4,282.5,1952020206,1952020506,18.5,46.5,272.6,292.6,2.2,1.8,3,0,0,rrRI,9X,l01,18,1952020300,bt,
02l.1952,TY,NN,ABLE,85,15.8,16.0,23.1,303.7,1952081806,1952090306,12.3,48.5,279.1,341.0,8.6,5.8,0,0,2,ddRW,9X,l02,156,1952082418,bt,
03l.1952,TS,NN,UNNAMED,45,0.8,1.0,34.6,280.3,1952082718,1952082818,32.2,37.5,277.7,282.4,0.5,0.3,0,0,0,NaN,9X,l03,NaN,NaN,NaN,
04l.1952,TY,NN,BAKER,95,9.8,9.8,32.8,298.7,1952083106,1952091000,15.4,57.7,288.8,317.0,10.8,12.0,0,0,1,ddRW,9X,l04,NaN,NaN,NaN,
05l.1952,TS,NN,UNNAMED,45,6.5,6.5,39.8,342.6,1952090800,1952091412,37.0,44.0,331.5,361.6,3.3,1.9,0,0,0,NaN,9X,l05,NaN,NaN,NaN,
06l.1952,TY,NN,CHARLIE,105,7.0,7.0,32.7,296.5,1952092400,1952100100,20.0,40.6,285.1,315.3,7.3,8.7,7,0,0,rrRI,9X,l06,18,1952092418,bt,
07l.1952,TS,NN,DOG,60,6.2,6.2,18.1,304.8,1952092412,1952093018,12.6,22.2,300.2,311.3,3.7,2.5,0,0,0,NaN,9X,l07,6,1952092418,bt,
08l.1952,TS,NN,UNNAMED,40,5.0,5.0,17.2,333.5,1952092512,1952093012,12.4,24.0,332.5,337.3,1.9,0.7,0,0,0,NaN,9X,l08,18,1952092606,bt,
09l.1952,TY,NN,EASY,90,5.0,5.0,16.5,309.5,1952100612,1952101112,14.5,18.1,307.0,310.6,3.7,3.3,3,0,3,ddRI,9X,l09,12,1952100700,bt,
10l.1952,TY,NN,FOX,125,8.0,8.0,21.1,281.4,1952102012,1952102812,11.4,31.4,278.0,289.6,7.9,9.7,4,2,6,ddED,9X,l10,24,1952102112,bt,
11l.1952,TS,NN,UNNAMED,50,6.0,6.0,26.8,301.3,1952112418,1952113018,22.5,29.3,297.3,305.2,3.7,2.5,0,0,0,NaN,9X,l11,6,1952112500,bt,
01e.1952,TS,NN,UNNAMED,45,2.0,2.0,15.3,249.5,1952052912,1952053112,12.9,17.5,247.3,251.9,1.5,1.1,0,0,0,NaN,9X,e01,NaN,NaN,NaN,
02e.1952,TS,NN,UNNAMED,45,4.0,4.0,16.9,255.4,1952061212,1952061612,14.6,19.0,252.0,260.7,2.8,2.0,0,0,0,NaN,9X,e02,NaN,NaN,NaN,
03e.1952,TS,NN,UNNAMED,45,2.0,2.0,21.3,248.0,1952071900,1952072100,19.5,22.8,244.9,251.3,1.5,1.1,0,0,0,NaN,9X,e03,NaN,NaN,NaN,
04e.1952,TY,NN,UNNAMED,75,3.0,3.0,17.7,241.0,1952072400,1952072700,16.5,20.0,235.0,245.0,3.7,4.3,0,0,0,NaN,9X,e04,NaN,NaN,NaN,
05e.1952,TY,NN,UNNAMED,75,7.0,7.0,23.6,242.6,1952091512,1952092212,17.6,28.0,233.5,251.9,7.4,7.9,0,0,4,ddRW,9X,e05,NaN,NaN,NaN,
06e.1952,TS,NN,UNNAMED,45,2.0,2.0,18.6,249.9,1952092612,1952092812,18.1,19.8,248.1,252.1,1.5,1.1,0,0,0,NaN,9X,e06,NaN,NaN,NaN,
07e.1952,TY,NN,UNNAMED,75,2.0,2.0,17.6,235.3,1952101312,1952101512,17.4,18.0,232.1,238.9,2.6,3.0,0,0,0,NaN,9X,e07,NaN,NaN,NaN,
01b.1952,TD,NN,TC01B,19,0.0,1.2,11.6,92.2,1952051518,1952051700,10.4,13.2,91.8,92.5,0.0,0.0,0,0,0,NaN,9X,b01,NaN,NaN,NaN,
02b.1952,TD,NN,TC02B,19,0.0,3.2,14.0,81.8,1952051918,1952052300,12.2,16.1,81.1,83.6,0.0,0.0,0,0,0,NaN,9X,b02,NaN,NaN,NaN,
03b.1952,TD,NN,TC03B,19,0.0,3.2,22.1,87.5,1952062318,1952062700,20.9,24.4,84.4,89.7,0.0,0.0,0,0,0,NaN,9X,b03,NaN,NaN,NaN,
04b.1952,TD,NN,TC04B,19,0.0,2.2,21.1,87.4,1952071918,1952072200,20.5,22.0,85.1,88.7,0.0,0.0,0,0,0,NaN,9X,b04,NaN,NaN,NaN,
05b.1952,TD,NN,TC05B,19,0.0,4.2,21.9,86.6,1952073018,1952080400,21.2,23.6,78.6,90.7,0.0,0.0,0,0,0,NaN,9X,b05,NaN,NaN,NaN,
06b.1952,TD,NN,TC06B,19,0.0,4.2,23.5,81.8,1952072618,1952073100,22.0,24.7,77.7,86.8,0.0,0.0,0,0,0,NaN,9X,b06,NaN,NaN,NaN,
07b.1952,TD,NN,TC07B,19,0.0,3.2,23.6,83.2,1952070318,1952070700,20.5,25.2,77.7,88.8,0.0,0.0,0,0,0,NaN,9X,b07,NaN,NaN,NaN,
