stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.2002,TS,NN,TAPAH,50,5.0,5.8,11.5,131.0,2002010806,2002011400,6.7,19.1,122.1,140.5,2.1,0.9,0,0,0,NaN,9X,w01,48,2002011006,wn,
02w.2002,STY,NN,MITAG,140,10.0,10.2,10.9,140.6,2002022606,2002030812,6.1,18.0,129.9,156.3,12.0,18.4,4,0,7,ddRI,9X,w02,12,2002022618,wn,
03w.2002,TD,NN,NONAME,30,5.8,6.5,9.2,123.7,2002031818,2002032506,4.0,14.2,113.3,138.2,1.5,0.0,0,0,0,NaN,9X,w03,18,2002031912,wn,
04w.2002,TD,NN,NONAME,30,1.5,1.5,14.8,157.8,2002040512,2002040700,11.3,17.2,155.3,160.8,0.4,0.0,0,0,0,NaN,9X,w04,6,2002040518,wn,
05w.2002,STY,NN,HAGIBIS,140,8.0,8.0,14.5,145.8,2002051306,2002052106,3.0,35.6,139.4,159.8,7.4,9.9,4,4,4,ddED,9X,w05,42,2002051500,wn,
06w.2002,TD,NN,NONAME,25,2.8,3.8,19.7,116.0,2002052606,2002053000,16.8,23.2,112.8,120.1,0.8,0.0,0,0,0,NaN,9X,w06,42,2002052800,wn,
07w.2002,TY,NN,NOGURI,85,5.5,7.5,22.2,119.7,2002060312,2002061100,19.6,32.5,112.3,133.0,3.6,3.1,4,0,3,ddRI,9X,w07,60,2002060600,wn,
08w.2002,STY,NN,CHATAAN,130,13.5,13.5,13.9,146.1,2002062706,2002071018,3.9,36.0,132.5,156.3,14.7,19.9,3,0,5,ddRI,9X,w08,18,2002062800,wn,
09w.2002,TY,NN,RAMMASUN,110,8.8,9.8,19.4,131.1,2002062612,2002070606,9.6,37.9,123.7,139.2,8.1,9.8,4,0,7,ddRI,9X,w09,42,2002062806,wn,
10w.2002,STY,NN,HALONG,135,9.5,10.8,16.5,143.4,2002070512,2002071606,8.7,36.4,127.6,160.4,11.0,15.4,6,0,8,ddRI,9X,w10,36,2002070700,wn,
11w.2002,TS,NN,NAKRI,40,5.5,5.5,25.4,123.1,2002070800,2002071312,21.6,31.5,117.5,127.7,2.6,1.4,0,0,0,NaN,9X,w11,12,2002070812,wn,
