stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.2004,TS,NN,NONAME,45,7.0,8.5,11.4,137.2,2004021018,2004021906,7.8,15.8,132.3,148.0,2.2,0.5,0,0,0,NaN,9X,w01,24,2004021118,wn,
02w.2004,TS,NN,NONAME,45,6.8,9.5,10.8,131.1,2004031400,2004032312,4.0,17.9,123.8,142.5,2.7,1.1,0,0,0,NaN,9X,w02,60,2004031612,wn,
03w.2004,STY,NN,SUDAL,130,13.2,14.0,12.3,141.4,2004040118,2004041518,6.2,26.5,130.8,156.8,17.3,26.9,0,0,3,ddRW,9X,w03,54,2004040400,wn,
04w.2004,STY,NN,NIDA,140,8.0,8.2,16.4,129.5,2004051300,2004052106,7.3,37.8,123.5,146.5,11.3,18.6,11,1,4,ddED,9X,w04,12,2004051312,wn,
05w.2004,TS,NN,NONAME,35,4.5,4.5,9.9,110.6,2004051400,2004051812,9.1,10.9,108.0,114.0,1.3,0.1,0,0,0,NaN,9X,w05,36,2004051512,wn,
06w.2004,TY,NN,OMAIS,65,6.8,7.2,10.9,138.0,2004051500,2004052206,5.3,20.6,132.5,147.6,4.5,3.6,0,0,0,NaN,9X,w06,24,2004051600,wn,
07w.2004,TY,NN,CONSON,95,6.8,7.0,20.1,121.3,2004060406,2004061106,14.5,32.9,116.3,133.9,6.1,6.6,1,0,4,ddRI,9X,w07,12,2004060418,wn,
08w.2004,TY,NN,CHANTHU,75,5.0,7.8,10.5,124.2,2004060512,2004061306,6.5,14.7,105.0,142.4,3.4,2.6,0,0,2,ddRW,9X,w08,84,2004060900,wn,
09w.2004,STY,NN,DIANMU,155,9.2,10.0,17.8,134.7,2004061118,2004062118,6.4,41.5,129.1,140.0,12.1,21.8,7,4,8,ddED,9X,w09,30,2004061300,wn,
10w.2004,TY,NN,MINDULLE,125,11.2,12.5,19.5,129.7,2004062118,2004070406,13.0,34.7,121.5,147.3,11.0,13.7,6,1,4,ddED,9X,w10,36,2004062306,wn,
