stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.1949,TY,NN,CARMEN,85,7.5,7.5,10.8,134.0,1949011306,1949012018,6.5,13.4,124.8,140.5,6.8,6.6,0,0,4,ddRW,9X,w01,6,1949011312,bt,
02w.1949,TY,NN,DELLA,100,6.5,6.5,24.2,129.1,1949061600,1949062212,12.0,39.0,124.8,136.0,6.1,6.5,3,0,3,ddRI,9X,w02,12,1949061612,bt,
03w.1949,TS,NN,ELAINE,50,7.0,7.2,15.1,121.1,1949070406,1949071112,6.8,28.0,106.0,135.4,3.5,2.0,0,0,0,NaN,9X,w03,72,1949070706,bt,
04w.1949,TY,NN,FAYE,90,7.0,7.0,27.6,132.2,1949071206,1949071906,20.5,38.0,129.7,139.5,7.5,8.7,2,1,2,ddED,9X,w04,6,1949071212,bt,
05w.1949,TY,NN,GLORIA,110,7.2,7.5,21.1,129.2,1949071800,1949072512,11.0,34.0,116.0,139.0,8.3,11.2,6,0,4,ddRI,9X,w05,30,1949071906,bt,
06w.1949,TY,NN,HESTER,110,8.8,9.8,20.7,144.8,1949071900,1949072818,11.7,35.5,136.5,155.6,7.1,7.0,4,1,2,ddED,9X,w06,48,1949072100,bt,
07w.1949,TS,NN,IRMA,50,4.5,4.5,25.2,121.0,1949072606,1949073018,19.0,34.0,115.0,124.0,2.9,2.0,0,0,0,NaN,9X,w07,NaN,NaN,NaN,
08w.1949,TY,NN,JUDITH,85,10.2,10.2,23.2,129.5,1949080800,1949081806,10.1,34.8,125.4,133.4,7.1,5.8,0,0,0,NaN,9X,w08,24,1949080900,bt,
09w.1949,TY,NN,KITTY,110,5.5,5.5,32.3,145.8,1949082712,1949090200,23.3,48.3,139.1,155.2,5.6,6.2,2,0,4,ddRI,9X,w09,NaN,NaN,NaN,
10w.1949,TY,NN,LISE,120,7.2,7.2,23.3,142.7,1949083100,1949090706,16.7,37.6,136.6,154.1,8.8,12.9,7,0,3,ddRI,9X,w10,42,1949090118,bt,
11w.1949,TY,NN,MADELIN,75,2.8,2.8,27.7,150.3,1949090200,1949090418,20.0,35.5,149.6,152.3,2.7,2.6,0,0,0,NaN,9X,w11,NaN,NaN,NaN,
12w.1949,TS,NN,TS4960,35,6.5,6.5,20.5,119.8,1949090206,1949090818,18.3,22.1,110.1,124.1,2.0,0.4,0,0,0,NaN,9X,w12,102,1949090612,bt,
13w.1949,TY,NN,NELLY,95,3.5,3.5,22.3,123.8,1949091200,1949091512,19.5,24.1,112.0,132.0,3.6,4.1,4,2,4,ddED,9X,w13,6,1949091206,bt,
14w.1949,TS,NN,TS4961,40,2.2,2.5,14.8,112.1,1949091812,1949092100,11.5,18.2,109.4,115.5,0.9,0.4,0,0,0,NaN,9X,w14,30,1949091918,bt,
15w.1949,TS,NN,TS4962,40,3.2,3.2,35.3,157.3,1949092300,1949092606,29.8,43.6,152.9,164.9,1.7,1.0,0,0,0,NaN,9X,w15,12,1949092312,bt,
16w.1949,TY,NN,RMELIA,75,4.8,4.8,17.8,124.5,1949093000,1949100418,11.1,24.0,117.5,132.8,4.3,4.1,0,0,1,ddRW,9X,w16,NaN,NaN,NaN,
17w.1949,TY,NN,PATRICI,120,6.5,6.5,25.5,137.7,1949102300,1949102912,14.6,45.0,127.5,170.0,7.5,9.3,4,0,5,ddRI,9X,w17,NaN,NaN,NaN,
18w.1949,TS,NN,TS4963,40,3.8,3.8,10.6,117.4,1949110100,1949110418,9.5,11.2,107.3,128.1,1.3,0.3,0,0,0,NaN,9X,w18,6,1949110106,bt,
19w.1949,TS,NN,RENA,60,4.5,4.5,13.4,121.3,1949111000,1949111412,6.7,26.0,112.0,132.0,3.1,2.3,2,0,0,rrRI,9X,w19,12,1949111012,bt,
20w.1949,TY,NN,ALLYN,125,13.5,13.5,20.1,147.8,1949111300,1949112612,9.1,49.0,132.7,196.0,17.7,26.5,6,0,3,ddRI,9X,w20,12,1949111312,bt,
