stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.1966,TY,NN,HESTER,85,9.8,10.8,13.6,138.3,1966040400,1966041418,7.3,22.3,125.3,165.8,7.1,6.4,1,0,4,ddRI,9X,w01,30,1966040506,bt,
02w.1966,TY,NN,IRMA,120,10.8,10.8,13.6,125.9,1966051106,1966052200,7.8,25.3,119.4,137.1,10.6,11.7,6,1,7,ddED,9X,w02,12,1966051118,bt,
03w.1966,TY,NN,JUDY,85,6.8,6.8,19.5,118.9,1966052500,1966053118,14.4,29.4,116.1,130.4,6.5,6.7,0,0,0,NaN,9X,w03,6,1966052506,bt,
04w.1966,STY,NN,KIT,170,7.8,7.8,21.9,136.6,1966062200,1966062918,8.8,45.0,130.7,152.5,9.0,16.1,6,5,8,ddED,9X,w04,24,1966062300,bt,
05w.1966,TS,NN,LOLA,50,2.5,2.8,21.5,113.9,1966071118,1966071412,17.6,27.5,103.0,119.5,1.3,0.8,0,0,0,NaN,9X,w05,24,1966071218,bt,
06w.1966,TY,NN,MAMIE,85,3.0,3.0,20.6,117.6,1966071506,1966071806,17.7,24.0,107.5,127.0,2.3,2.1,4,0,3,ddRI,9X,w06,12,1966071518,bt,
07w.1966,TY,NN,NINA,65,3.0,3.0,23.5,125.3,1966071706,1966072006,20.9,27.1,122.2,131.2,2.0,1.4,1,0,0,rrRI,9X,w07,6,1966071712,bt,
08w.1966,TY,NN,ORA,85,3.0,3.0,19.3,111.0,1966072400,1966072700,15.2,22.5,106.0,114.9,3.0,3.1,1,0,2,ddRI,9X,w08,NaN,NaN,NaN,
09w.1966,TS,NN,PHYLLIS,45,2.0,2.0,17.9,109.0,1966073118,1966080218,15.3,20.2,106.1,112.0,0.9,0.4,0,0,0,NaN,9X,w09,18,1966080112,bt,
10w.1966,TY,NN,RITA,80,6.8,6.8,26.8,145.5,1966080212,1966080906,15.7,35.7,143.4,150.3,5.0,4.3,3,0,3,ddRI,9X,w10,24,1966080312,bt,
11w.1966,TY,NN,SUSAN,80,3.8,3.8,19.1,118.8,1966081212,1966081606,16.8,22.6,115.8,124.4,3.8,3.7,0,0,1,ddRW,9X,w11,NaN,NaN,NaN,
12w.1966,TY,NN,TESS,90,4.5,4.5,26.7,125.1,1966081212,1966081700,26.4,26.9,119.0,129.0,3.7,3.7,1,0,1,ddRI,9X,w12,24,1966081312,bt,
13w.1966,TY,NN,VIOLA,90,3.5,3.8,28.0,144.2,1966081900,1966082218,19.9,38.4,134.5,148.3,3.3,3.3,0,0,4,ddRW,9X,w13,NaN,NaN,NaN,
14w.1966,TS,NN,WINNIE,60,3.5,3.5,30.1,130.5,1966082012,1966082400,26.9,34.7,127.4,132.4,2.4,1.7,0,0,2,ddRW,9X,w14,NaN,NaN,NaN,
15w.1966,STY,NN,ALICE,130,10.2,10.2,25.6,135.7,1966082500,1966090406,18.2,28.4,116.8,146.1,13.1,18.9,0,0,4,ddRW,9X,w15,NaN,NaN,NaN,
16w.1966,TS,NN,BETTY,60,1.2,1.2,34.0,126.6,1966082912,1966083018,32.0,35.8,126.2,127.5,1.0,0.8,0,0,1,ddRW,9X,w16,NaN,NaN,NaN,
17w.1966,STY,NN,CORA,150,9.8,9.8,23.4,129.3,1966083006,1966090900,12.6,36.9,119.4,143.7,13.9,26.2,7,2,5,ddED,9X,w17,18,1966083100,bt,
18w.1966,TS,NN,DORIS,50,3.8,3.8,27.6,135.7,1966090606,1966091000,18.7,38.7,131.7,139.7,2.1,1.3,0,0,0,NaN,9X,w18,24,1966090706,bt,
19w.1966,TY,NN,ELSIE,115,6.2,6.2,21.6,120.3,1966091118,1966091800,17.4,29.0,117.4,128.9,7.5,9.7,1,0,4,ddRI,9X,w19,NaN,NaN,NaN,
20w.1966,TY,NN,FLOSSIE,75,6.5,6.5,26.1,145.8,1966091206,1966091818,20.6,35.0,138.9,160.0,4.1,3.1,0,0,0,NaN,9X,w20,42,1966091400,bt,
21w.1966,TS,NN,GRACE,60,2.5,2.5,32.4,156.5,1966091412,1966091700,25.7,39.1,150.5,167.3,2.0,1.7,1,0,0,rrRI,9X,w21,6,1966091418,bt,
22w.1966,TS,NN,HELEN,60,5.8,5.8,23.4,128.4,1966091900,1966092418,19.3,32.0,125.8,131.5,3.3,2.2,0,0,1,ddRW,9X,w22,48,1966092100,bt,
