stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.1976,TY,NN,KATHY,80,6.0,7.5,11.0,145.3,1976012600,1976020212,2.3,21.5,138.3,156.0,4.6,4.1,0,0,1,ddRW,9X,w01,48,1976012800,bt,
02w.1976,TS,NN,LORNA,35,4.5,6.0,7.7,147.0,1976022500,1976030300,4.4,9.8,131.3,163.3,1.4,0.2,0,0,0,NaN,9X,w02,78,1976022806,bt,
03w.1976,TY,NN,MARIE,115,15.5,15.5,16.3,139.0,1976040100,1976041612,7.2,46.0,128.7,177.0,14.3,17.0,0,0,7,ddRW,9X,w03,60,1976040312,bt,
04w.1976,TS,NN,NANCY,55,9.0,9.0,13.6,154.3,1976042400,1976050300,6.7,16.4,140.9,163.8,4.6,2.7,0,0,0,NaN,9X,w04,54,1976042606,bt,
05w.1976,TY,NN,OLGA,100,18.0,18.5,15.9,128.6,1976051000,1976052812,10.4,29.5,119.2,146.0,10.1,6.8,2,0,2,ddRI,9X,w05,78,1976051306,bt,
06w.1976,STY,NN,PAMELA,130,15.5,15.5,19.2,148.8,1976051400,1976052912,6.1,50.0,139.8,162.0,18.5,26.7,4,0,3,ddRI,9X,w06,30,1976051506,bt,
07w.1976,TY,NN,RUBY,120,14.0,15.5,20.6,130.1,1976062000,1976070512,11.3,35.2,117.1,161.0,13.1,14.6,3,0,7,ddRI,9X,w07,78,1976062306,bt,
08w.1976,TY,NN,SALLY,115,11.2,11.2,26.0,147.0,1976062400,1976070506,9.5,48.5,132.4,177.0,11.3,13.3,3,0,3,ddRI,9X,w08,18,1976062418,bt,
09w.1976,STY,NN,THERESE,135,11.2,13.0,19.3,143.1,1976070800,1976072100,8.6,32.8,127.0,162.8,13.0,19.2,6,2,4,ddED,9X,w09,72,1976071100,bt,
10w.1976,TS,NN,VIOLET,55,7.0,7.5,19.1,111.9,1976072000,1976072712,14.5,22.5,103.0,117.3,3.8,2.4,0,0,1,ddRW,9X,w10,36,1976072112,bt,
11w.1976,TS,NN,WILDA,45,7.0,7.5,18.7,141.2,1976071700,1976072412,8.2,38.4,131.1,148.9,2.2,0.5,0,0,1,ddRW,9X,w11,138,1976072218,bt,
12w.1976,TY,NN,ANITA,65,4.2,7.5,27.4,131.7,1976072000,1976072712,15.4,48.0,125.3,145.0,2.1,1.2,2,0,3,ddRI,9X,w12,66,1976072218,bt,
13w.1976,TY,NN,BILLIE,125,8.8,12.5,18.8,135.6,1976073100,1976081212,8.2,31.0,108.0,160.1,8.7,11.2,4,0,6,ddRI,9X,w13,90,1976080318,bt,
14w.1976,TS,NN,CLARA,40,3.5,6.5,19.5,112.8,1976080200,1976080812,15.0,23.0,103.0,118.0,1.2,0.4,0,0,0,NaN,9X,w14,90,1976080518,bt,
15w.1976,TS,NN,DOT,50,6.2,7.0,27.7,131.1,1976081700,1976082400,18.3,38.4,122.2,143.2,2.9,1.5,0,0,0,NaN,9X,w15,48,1976081900,bt,
16w.1976,TS,NN,ELLEN,45,4.0,5.5,19.3,121.2,1976082000,1976082512,12.5,26.0,108.3,135.5,1.9,1.0,0,0,0,NaN,9X,w16,24,1976082100,bt,
17w.1976,STY,NN,FRAN,130,12.5,13.5,24.5,137.7,1976090200,1976091512,9.0,44.0,128.6,156.5,12.8,17.7,5,3,3,ddED,9X,w17,54,1976090406,bt,
18w.1976,TS,NN,GEORGIA,40,7.2,8.0,12.8,149.4,1976090800,1976091600,6.4,21.9,141.9,158.7,3.0,1.3,0,0,0,NaN,9X,w18,36,1976090912,bt,
19w.1976,TY,NN,HOPE,70,6.0,6.0,30.3,152.7,1976091300,1976091900,16.4,50.8,148.4,156.2,4.3,3.4,0,0,0,NaN,9X,w19,30,1976091406,bt,
20w.1976,TY,NN,IRIS,75,8.5,15.5,19.1,113.2,1976091400,1976092912,15.7,21.5,108.9,119.4,5.7,4.8,0,0,4,ddRW,9X,w20,30,1976091506,bt,
21w.1976,TY,NN,JOAN,70,7.0,7.0,25.6,155.2,1976091800,1976092500,14.2,45.0,151.4,175.0,5.4,4.6,0,0,0,NaN,9X,w21,42,1976091918,bt,
22w.1976,STY,NN,LOUISE,140,13.5,13.5,18.2,141.9,1976102700,1976110912,6.0,46.0,126.7,175.0,13.5,20.6,6,3,5,ddED,9X,w22,90,1976103018,bt,
23w.1976,TS,NN,MARGE,60,8.5,8.5,18.6,135.5,1976110400,1976111212,8.0,30.0,125.0,153.2,3.7,1.9,0,0,0,NaN,9X,w23,90,1976110718,bt,
24w.1976,TS,NN,NORA,45,5.8,7.0,12.5,126.1,1976120100,1976120800,8.0,15.1,122.9,133.4,2.4,1.1,0,0,0,NaN,9X,w24,66,1976120318,bt,
25w.1976,TS,NN,OPAL,35,1.8,2.5,18.4,136.0,1976120800,1976121012,16.5,19.6,133.8,140.0,0.7,0.2,0,0,0,NaN,9X,w25,24,1976120900,bt,
01l.1976,TS,NN,SUBTROP,45,4.0,4.2,29.7,277.5,1976052112,1976052518,24.0,36.0,269.2,293.0,2.0,1.2,0,0,0,NaN,9X,l01,36,1976052300,bt,
02l.1976,TD,NN,UNNAMED,30,2.0,2.2,32.6,284.3,1976060706,1976060912,26.8,39.0,281.0,290.5,0.5,0.0,0,0,0,NaN,9X,l02,NaN,NaN,NaN,
03l.1976,TD,NN,UNNAMED,30,1.0,1.2,30.9,285.0,1976061112,1976061218,26.5,35.2,279.0,290.8,0.2,0.0,0,0,0,NaN,9X,l03,NaN,NaN,NaN,
04l.1976,TD,NN,UNNAMED,25,1.5,2.0,32.7,288.0,1976072012,1976072212,31.0,34.0,287.5,289.0,0.4,0.0,0,0,0,NaN,9X,l04,NaN,NaN,NaN,
05l.1976,TD,NN,UNNAMED,25,1.0,1.2,10.3,332.0,1976072312,1976072418,10.0,10.5,328.0,336.0,0.2,0.0,0,0,0,NaN,9X,l05,NaN,NaN,NaN,
06l.1976,TS,NN,ANNA,45,8.5,9.0,35.8,329.2,1976072818,1976080618,28.0,42.8,307.7,339.7,3.4,1.5,0,0,0,NaN,9X,l06,48,1976073018,wn,
07l.1976,TY,NN,BELLE,105,4.2,4.2,30.6,286.0,1976080606,1976081012,25.6,42.6,284.7,287.6,4.6,5.6,6,0,2,ddRI,9X,l07,18,1976080700,wn,
08l.1976,TS,NN,DOTTIE,45,2.5,3.5,28.1,278.8,1976081800,1976082112,24.5,33.5,276.0,280.0,1.1,0.6,0,0,0,NaN,9X,l08,42,1976081918,wn,
09l.1976,TY,NN,CANDICE,80,6.0,6.0,40.6,301.4,1976081812,1976082412,31.7,49.9,291.8,317.2,5.3,5.2,2,0,0,rrRI,9X,l09,6,1976081818,wn,
10l.1976,TY,NN,EMMY,90,14.5,15.2,28.8,310.7,1976082012,1976090418,14.0,41.0,295.2,336.0,15.4,17.9,0,0,1,ddRW,9X,l10,48,1976082212,wn,
11l.1976,TY,NN,FRANCES,100,11.0,11.0,27.7,317.8,1976082712,1976090712,12.5,43.5,304.8,334.3,10.3,10.8,1,0,2,ddRI,9X,l11,30,1976082818,wn,
12l.1976,TD,NN,UNNAMED,25,1.5,2.0,33.4,285.4,1976090412,1976090612,32.0,34.5,283.0,288.5,0.4,0.0,0,0,0,NaN,9X,l12,NaN,NaN,NaN,
13l.1976,TD,NN,UNNAMED,25,1.5,2.0,27.6,273.2,1976090512,1976090712,26.5,28.0,271.0,275.0,0.4,0.0,0,0,0,NaN,9X,l13,NaN,NaN,NaN,
14l.1976,TS,NN,SUBTROP,40,2.2,3.5,32.8,279.9,1976091312,1976091700,28.0,37.0,278.5,282.0,0.9,0.4,0,0,0,NaN,9X,l14,24,1976091412,bt,
15l.1976,TD,NN,UNNAMED,30,6.5,7.0,20.6,318.6,1976092012,1976092712,13.5,27.0,313.0,332.0,1.6,0.0,0,0,0,NaN,9X,l15,NaN,NaN,NaN,
16l.1976,TD,NN,UNNAMED,25,2.0,2.2,27.6,269.9,1976092212,1976092418,25.5,31.0,269.0,271.5,0.5,0.0,0,0,0,NaN,9X,l16,NaN,NaN,NaN,
17l.1976,TY,NN,GLORIA,90,8.2,8.5,32.1,306.6,1976092612,1976100500,23.0,39.0,299.7,325.0,6.9,6.8,2,0,0,rrRI,9X,l17,24,1976092712,wn,
