stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.1954,TS,NN,NONAME,50,3.5,3.5,8.5,129.4,1954030100,1954030412,5.9,9.7,122.1,136.1,1.8,1.0,0,0,0,NaN,9X,w01,18,1954030118,bt,
02w.1954,TY,NN,ELSIE,100,7.8,7.8,12.8,117.6,1954050500,1954051218,7.0,23.0,103.5,131.4,6.5,6.6,4,0,4,ddRI,9X,w02,NaN,NaN,NaN,
03w.1954,TY,NN,FLOSSIE,75,3.8,6.2,13.8,134.8,1954070400,1954071006,7.3,24.8,124.8,144.8,3.0,2.8,4,2,3,ddED,9X,w03,66,1954070618,bt,
04w.1954,TY,NN,GRACE,100,7.5,7.5,27.4,130.7,1954081118,1954081906,20.0,35.8,127.4,136.9,8.0,9.2,3,0,4,ddRI,9X,w04,NaN,NaN,NaN,
05w.1954,TY,NN,HELEN,70,5.2,5.2,29.3,144.9,1954081118,1954081700,22.0,35.8,141.8,148.0,3.3,2.5,3,0,1,ddRI,9X,w05,NaN,NaN,NaN,
06w.1954,STY,NN,IDA,150,10.5,13.0,15.3,135.6,1954081812,1954083112,9.8,26.0,100.0,158.5,10.2,14.5,5,4,6,ddED,9X,w06,132,1954082400,bt,
07w.1954,TS,NN,NONAME,40,5.8,6.0,24.6,131.3,1954082006,1954082606,16.9,35.8,122.1,144.1,2.2,0.9,0,0,0,NaN,9X,w07,24,1954082106,bt,
08w.1954,TS,NN,NONAME,40,3.2,3.2,16.9,143.8,1954082806,1954083112,13.3,23.8,138.8,150.7,1.3,0.5,0,0,0,NaN,9X,w08,12,1954082818,bt,
09w.1954,TY,NN,KATHY,90,9.2,11.8,24.6,140.3,1954082800,1954090818,12.6,47.0,131.0,151.0,6.3,5.4,3,0,5,ddRI,9X,w09,90,1954083118,bt,
10w.1954,STY,NN,JUNE,130,11.2,11.2,26.0,138.5,1954090406,1954091512,18.5,46.0,129.0,152.2,14.2,19.4,4,1,5,ddED,9X,w10,NaN,NaN,NaN,
11w.1954,TY,NN,LORNA,100,8.5,8.5,23.2,144.8,1954091100,1954091912,15.6,43.5,134.0,157.0,8.5,9.2,0,0,1,ddRW,9X,w11,NaN,NaN,NaN,
12w.1954,TY,NN,MARIE,75,8.2,9.2,25.2,137.2,1954091900,1954092806,11.5,53.0,123.0,170.0,5.3,4.1,0,0,1,ddRW,9X,w12,90,1954092218,bt,
13w.1954,TY,NN,NANCY,85,12.8,13.0,17.0,128.0,1954093000,1954101300,15.5,24.0,100.0,145.9,13.3,13.8,0,0,2,ddRW,9X,w13,NaN,NaN,NaN,
14w.1954,TY,NN,OLGA,100,7.8,7.8,28.3,162.8,1954101200,1954101918,14.5,42.0,150.2,213.0,8.4,9.7,4,0,2,ddRI,9X,w14,6,1954101206,bt,
15w.1954,TS,NN,NONAME,40,2.2,2.5,23.3,137.7,1954102400,1954102612,17.0,29.7,136.1,140.2,1.1,0.5,0,0,0,NaN,9X,w15,18,1954102418,bt,
16w.1954,STY,NN,PAMELA,150,11.5,11.5,17.6,126.1,1954102712,1954110800,9.8,27.5,104.0,138.7,14.9,25.2,7,3,9,ddED,9X,w16,NaN,NaN,NaN,
17w.1954,STY,NN,RUBY,150,8.5,9.0,13.1,129.4,1954110212,1954111112,4.2,22.9,114.9,147.5,9.9,14.0,7,4,9,ddED,9X,w17,24,1954110312,bt,
18w.1954,STY,NN,SALLY,150,10.2,10.2,14.6,131.6,1954111000,1954112006,10.8,20.2,122.5,151.8,15.1,31.7,7,5,4,ddED,9X,w18,36,1954111112,bt,
19w.1954,TY,NN,TILDA,125,8.2,9.2,11.6,139.2,1954112200,1954120106,10.6,12.8,110.9,157.1,8.3,10.8,5,2,5,ddED,9X,w19,48,1954112400,bt,
01l.1954,TS,NN,UNNAMED,45,3.2,3.2,38.2,291.4,1954052812,1954053118,30.7,48.0,280.0,313.0,1.9,1.2,0,0,0,NaN,9X,l01,6,1954052818,bt,
02l.1954,TS,NN,UNNAMED,60,7.0,7.0,32.4,284.7,1954061800,1954062500,25.7,49.5,279.2,297.3,3.9,2.4,0,0,0,NaN,9X,l02,60,1954062012,bt,
03l.1954,TY,NN,ALICE,95,2.8,2.8,26.3,261.4,1954062412,1954062706,22.2,30.0,256.0,266.3,2.2,2.1,1,0,3,ddRI,9X,l03,NaN,NaN,NaN,
04l.1954,TS,NN,UNNAMED,45,3.5,3.5,34.3,284.4,1954071012,1954071400,31.8,38.6,279.0,290.0,2.3,1.5,0,0,0,NaN,9X,l04,NaN,NaN,NaN,
05l.1954,TS,NN,BARBARA,50,3.0,3.0,29.3,267.5,1954072712,1954073012,27.8,31.5,263.3,269.9,1.5,0.9,0,0,0,NaN,9X,l05,18,1954072806,bt,
06l.1954,TY,NN,CAROL,100,6.8,6.8,32.0,284.1,1954082512,1954090106,23.8,48.5,282.2,289.5,7.2,8.6,2,0,2,ddRI,9X,l06,12,1954082600,bt,
07l.1954,TY,NN,DOLLY,75,4.2,4.2,38.1,304.4,1954083112,1954090418,20.5,48.5,290.2,336.5,3.7,3.3,2,0,0,rrRI,9X,l07,NaN,NaN,NaN,
