dtg,stmid,sname,tcvmax,tctype,rlat,rlon,vmax,pmin,dir,spd,trkdir,trkspd,r34m,r34ne,r34se,r34sw,r34nw,r50m,r50ne,r50se,r50sw,r50nw,tccode,wncode,dirtype,posttype,roci,poci,alf,depth,rmax,tdo,
2019010306,a0w.2019,9X-A0W,TD,NN,3.1,174.8,20,1007,290,11,231,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,C,C,120,1009,NaN,S,30,NaN,
2019010312,a0w.2019,9X-A0W,TD,NN,1.4,173.7,20,1007,270,12,231,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,C,C,120,1009,NaN,S,40,NaN,
2019010318,a0w.2019,9X-A0W,TD,NN,1.5,172.8,15,NaN,276,10,231,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NT,NW,c,c,NaN,NaN,NaN,NaN,NaN,NaN,
2019010400,a0w.2019,9X-A0W,TD,NN,2.6,174.8,25,1002,342,2,42,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TD,NW,B,B,215,1007,NaN,NaN,50,NaN,
2019010406,a0w.2019,9X-A0W,TD,NN,2.8,174.8,25,1002,342,2,57,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TD,NW,B,B,215,1007,NaN,NaN,50,NaN,
2019010412,a0w.2019,9X-A0W,TD,NN,2.9,174.7,20,1005,342,2,342,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,B,B,215,1007,NaN,NaN,50,NaN,
2019010418,01w.2019,ONE,TD,NN,3.1,174.6,20,1005,326,2,326,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,WN,B,B,215,1007,NaN,NaN,50,RCB,
2019010500,01w.2019,ONE,TD,NN,3.3,174.6,20,1005,346,2,346,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,WN,B,B,215,1007,NaN,NaN,50,RCB,
2019010506,01w.2019,ONE,TD,NN,3.6,174.8,20,1005,22,3,22,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,WN,B,B,215,1007,NaN,NaN,50,BLB,
2019010512,01w.2019,ONE,TD,NN,3.8,174.8,20,1006,22,3,22,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,WN,B,B,215,1007,NaN,NaN,50,BLB,
2019010518,01w.2019,ONE,TD,NN,4.2,174.8,20,1006,360,3,360,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,WN,B,B,215,1007,NaN,NaN,50,RCB,
2019010600,01w.2019,ONE,TD,NN,4.5,174.7,20,1005,352,4,352,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,WN,B,B,215,1007,NaN,NaN,50,RCB,
2019010606,01w.2019,ONE,TD,NN,4.8,174.4,20,1005,326,4,326,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,WN,B,B,215,1007,NaN,NaN,50,BLB,
2019010612,01w.2019,ONE,TD,NN,5.1,173.9,15,1007,307,5,307,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,WN,B,B,215,1007,NaN,NaN,50,BLB,
2019010618,01w.2019,ONE,TD,NN,4.8,173.4,15,1007,270,5,270,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,B,B,215,1007,NaN,NaN,50,NaN,
2019010700,01w.2019,ONE,TD,NN,4.6,173.6,15,1007,211,3,211,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,B,B,215,1007,NaN,NaN,50,NaN,
2019010706,01w.2019,ONE,TD,NN,4.1,173.6,15,1007,164,4,164,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,B,B,215,1007,NaN,S,50,NaN,
2019010712,01w.2019,ONE,TD,NN,3.5,173.2,15,1008,200,6,200,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,B,B,140,1008,NaN,S,50,NaN,
2019010718,01w.2019,ONE,TD,NN,3.6,172.5,15,1008,246,6,246,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,B,B,130,1008,NaN,S,30,NaN,
2019010800,01w.2019,ONE,TD,NN,3.7,172.0,15,1008,279,6,279,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DB,NW,B,B,130,1008,NaN,S,30,NaN,
2019010806,01w.2019,ONE,TD,NN,4.0,171.4,15,1008,290,6,290,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,LO,NW,B,B,130,1008,NaN,S,45,NaN,
