stmid,tctype,stmtype,sname,maxv,ndtc,ndstm,blat,blon,bdtg,edtg,minlat,maxlat,minlon,maxlon,stcd,ace,nri,ned,nrw,ricode,9x,9xid,t2gen,gendtg,wncode,
01w.1975,TY,NN,LOLA,70,7.5,7.5,11.2,123.4,1975012100,1975012812,6.5,16.9,110.7,137.5,4.5,3.1,0,0,1,ddRW,9X,w01,24,1975012200,bt,
02w.1975,TD,NN,NONAME,25,1.8,6.0,11.5,119.8,1975042200,1975042800,8.3,15.3,114.9,126.2,0.4,0.0,0,0,0,NaN,9X,w02,NaN,NaN,NaN,
03w.1975,TS,NN,MAMIE,40,4.5,4.5,25.6,137.1,1975072600,1975073012,19.1,33.8,127.0,144.2,1.4,0.2,0,0,0,NaN,9X,w03,54,1975072806,bt,
04w.1975,STY,NN,NINA,135,5.8,7.0,23.1,124.5,1975073000,1975080600,17.7,31.0,112.2,136.8,4.6,5.5,6,3,6,ddED,9X,w04,42,1975073118,bt,
05w.1975,TD,NN,NONAME,30,1.5,2.0,23.1,125.1,1975080500,1975080700,19.7,27.4,121.4,126.6,0.4,0.0,0,0,0,NaN,9X,w05,NaN,NaN,NaN,
06w.1975,TY,NN,ORA,65,3.8,6.5,25.8,120.7,1975080900,1975081512,18.0,29.3,114.4,127.0,2.6,2.1,1,0,4,ddRI,9X,w06,30,1975081006,bt,
07w.1975,TY,NN,PHYLLIS,120,7.8,7.8,24.1,135.1,1975081100,1975081818,12.0,39.5,130.4,138.2,7.5,9.5,6,0,5,ddRI,9X,w07,30,1975081206,bt,
08w.1975,TY,NN,RITA,80,7.5,7.5,30.6,133.5,1975081700,1975082412,23.7,49.0,125.1,153.0,4.8,3.8,0,0,2,ddRW,9X,w08,48,1975081900,bt,
09w.1975,TS,NN,SUSAN,50,9.5,9.5,34.9,155.4,1975082500,1975090312,23.4,44.4,151.6,159.2,3.5,1.3,0,0,0,NaN,9X,w09,96,1975082900,bt,
10w.1975,TY,NN,TESS,95,9.8,9.8,26.9,148.7,1975090100,1975091018,16.8,49.9,145.2,152.8,9.3,10.0,3,0,0,rrRI,9X,w10,30,1975090206,bt,
11w.1975,TS,NN,VIOLA,45,4.0,4.0,17.3,133.0,1975090400,1975090800,13.9,22.0,130.9,138.2,1.5,0.5,0,0,0,NaN,9X,w11,36,1975090512,bt,
12w.1975,TY,NN,WINNIE,65,4.5,4.5,32.3,165.0,1975090800,1975091212,22.5,46.0,162.3,176.0,3.2,2.6,2,0,0,rrRI,9X,w12,24,1975090900,bt,
13w.1975,TY,NN,ALICE,75,6.0,6.2,16.3,118.6,1975091500,1975092106,11.9,19.7,101.5,132.1,4.2,3.4,3,0,0,rrRI,9X,w13,30,1975091606,bt,
14w.1975,TY,NN,BETTY,95,7.0,7.0,20.0,130.2,1975091700,1975092400,14.0,24.0,115.1,144.0,5.7,5.5,0,0,5,ddRW,9X,w14,24,1975091800,bt,
15w.1975,TY,NN,CORA,105,9.5,9.5,30.1,146.5,1975093000,1975100912,10.2,49.9,129.2,178.0,8.3,8.9,6,0,4,ddRI,9X,w15,54,1975100206,bt,
16w.1975,TS,NN,DORIS,55,3.8,4.5,19.1,113.5,1975100212,1975100700,13.1,27.5,111.2,121.0,1.9,1.0,0,0,3,ddRW,9X,w16,36,1975100400,bt,
17w.1975,STY,NN,ELSIE,135,7.0,7.0,18.0,126.2,1975100800,1975101500,10.3,22.0,111.7,141.7,7.5,10.7,6,3,7,ddED,9X,w17,42,1975100918,bt,
18w.1975,TD,NN,NONAME,30,1.5,2.5,13.9,133.2,1975101500,1975101712,13.2,14.6,129.8,137.5,0.4,0.0,0,0,0,NaN,9X,w18,NaN,NaN,NaN,
19w.1975,TY,NN,FLOSSIE,70,4.5,4.5,17.7,115.6,1975101900,1975102312,15.3,21.8,109.4,120.4,2.8,2.1,0,0,1,ddRW,9X,w19,42,1975102018,bt,
20w.1975,TS,NN,GRACE,60,11.2,11.2,23.1,136.4,1975102400,1975110406,17.1,44.0,127.6,178.0,5.7,3.4,0,0,0,NaN,9X,w20,24,1975102500,bt,
21w.1975,TS,NN,HELEN,45,3.5,3.5,14.0,117.0,1975110100,1975110412,12.9,15.0,108.3,125.2,1.3,0.4,0,0,0,NaN,9X,w21,54,1975110306,bt,
22w.1975,TY,NN,IDA,85,8.5,9.5,25.4,154.4,1975110500,1975111412,10.8,42.0,145.3,176.0,5.9,5.0,0,0,0,NaN,9X,w22,72,1975110800,bt,
23w.1975,STY,NN,JUNE,160,9.8,9.8,17.2,143.0,1975111500,1975112418,6.3,53.0,135.1,176.0,12.6,22.2,8,4,6,ddED,9X,w23,42,1975111618,bt,
24w.1975,TD,NN,NONAME,30,4.5,4.5,14.7,127.5,1975122600,1975123012,9.8,17.0,121.3,139.9,1.2,0.0,0,0,0,NaN,9X,w24,NaN,NaN,NaN,
25w.1975,TD,NN,NONAME,30,4.0,4.0,10.0,115.9,1975122600,1975123000,8.4,11.6,113.2,120.2,1.1,0.0,0,0,0,NaN,9X,w25,NaN,NaN,NaN,
01l.1975,TD,NN,UNNAMED,30,4.8,5.0,34.0,304.1,1975062412,1975062912,31.5,40.0,301.5,308.0,1.2,0.0,0,0,0,NaN,9X,l01,NaN,NaN,NaN,
02l.1975,TS,NN,AMY,60,7.5,7.5,35.8,290.9,1975062700,1975070412,27.5,47.0,281.0,312.0,5.2,4.0,0,0,0,NaN,9X,l02,66,1975062918,wn,
03l.1975,TD,NN,UNNAMED,25,0.8,1.0,32.2,289.2,1975070412,1975070512,30.0,34.5,287.0,291.5,0.2,0.0,0,0,0,NaN,9X,l03,NaN,NaN,NaN,
04l.1975,TY,NN,BLANCHE,75,4.5,4.8,33.2,289.6,1975072400,1975072818,26.0,47.2,285.0,297.6,2.9,2.4,3,0,0,rrRI,9X,l04,54,1975072606,wn,
05l.1975,TD,NN,UNNAMED,25,1.5,1.5,21.3,265.2,1975072506,1975072618,21.0,21.7,261.5,267.5,0.4,0.0,0,0,0,NaN,9X,l05,NaN,NaN,NaN,
06l.1975,TD,NN,UNNAMED,30,2.0,2.0,29.7,271.3,1975072812,1975073012,29.0,31.0,269.0,274.0,0.5,0.0,0,0,0,NaN,9X,l06,NaN,NaN,NaN,
07l.1975,TY,NN,CAROLINE,100,7.5,8.0,22.5,272.4,1975082412,1975090112,20.2,25.3,261.0,290.2,4.1,3.2,4,0,3,ddRI,9X,l07,114,1975082906,wn,
08l.1975,TY,NN,DORIS,95,7.0,7.0,36.6,314.7,1975082812,1975090412,33.3,43.5,310.9,319.3,7.4,8.4,0,0,3,ddRW,9X,l08,60,1975083100,wn,
09l.1975,TD,NN,UNNAMED,30,5.2,5.8,15.8,320.1,1975090312,1975090906,13.5,17.0,302.0,336.0,1.3,0.0,0,0,0,NaN,9X,l09,NaN,NaN,NaN,
10l.1975,TD,NN,UNNAMED,30,2.5,3.0,11.8,336.9,1975090312,1975090612,11.5,12.5,332.0,342.5,0.6,0.0,0,0,0,NaN,9X,l10,NaN,NaN,NaN,
11l.1975,TD,NN,UNNAMED,25,1.2,1.2,21.7,263.7,1975090612,1975090718,21.5,22.0,262.0,265.0,0.3,0.0,0,0,0,NaN,9X,l11,NaN,NaN,NaN,
12l.1975,TD,NN,UNNAMED,30,3.0,3.2,34.7,301.8,1975091112,1975091418,32.0,40.0,298.0,308.0,0.8,0.0,0,0,0,NaN,9X,l12,NaN,NaN,NaN,
13l.1975,TY,NN,ELOISE,110,10.8,11.5,22.3,284.5,1975091306,1975092418,17.5,37.5,270.5,305.9,7.2,6.3,6,0,5,ddRI,9X,l13,72,1975091606,wn,
14l.1975,TY,NN,FAYE,90,11.2,11.2,25.9,308.7,1975091806,1975092912,17.5,43.0,294.1,326.5,7.9,7.2,4,0,0,rrRI,9X,l14,30,1975091912,wn,
15l.1975,TY,NN,GLADYS,120,11.2,11.2,22.9,306.0,1975092218,1975100400,10.3,55.0,287.0,325.2,11.4,13.2,5,0,3,ddRI,9X,l15,48,1975092418,wn,
16l.1975,TD,NN,UNNAMED,25,3.8,4.0,18.3,273.7,1975092512,1975092912,18.0,19.0,271.5,276.0,0.9,0.0,0,0,0,NaN,9X,l16,NaN,NaN,NaN,
17l.1975,TD,NN,UNNAMED,25,1.8,2.0,31.2,323.8,1975100312,1975100512,28.0,34.0,322.0,327.0,0.4,0.0,0,0,0,NaN,9X,l17,NaN,NaN,NaN,
18l.1975,TD,NN,UNNAMED,30,3.0,3.0,25.3,267.5,1975101412,1975101712,21.0,30.0,266.0,270.0,0.8,0.0,0,0,0,NaN,9X,l18,NaN,NaN,NaN,
19l.1975,TS,NN,HALLIE,45,3.2,3.2,32.2,282.5,1975102418,1975102800,28.8,36.9,279.9,288.6,1.4,0.6,0,0,0,NaN,9X,l19,48,1975102618,wn,
20l.1975,TD,NN,UNNAMED,25,2.2,2.2,15.1,275.4,1975102712,1975102918,13.0,16.0,271.5,279.0,0.6,0.0,0,0,0,NaN,9X,l20,NaN,NaN,NaN,
21l.1975,TD,NN,UNNAMED,30,3.8,4.2,20.9,271.8,1975110812,1975111218,16.5,24.0,268.5,275.0,1.0,0.0,0,0,0,NaN,9X,l21,NaN,NaN,NaN,
22l.1975,TD,NN,UNNAMED,25,1.5,2.0,27.8,310.4,1975112912,1975120112,25.0,30.0,308.0,311.5,0.4,0.0,0,0,0,NaN,9X,l22,NaN,NaN,NaN,
